RANK,Player,Team,Age,GP,W,L,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
353,Jumaine Jones,BOS,25,42,18,24,371.2,93,33,96,34.4,13,44,29.5,14,23,60.9,24,44,68,14,19,12,9,48,240,0,0,-55
354,Marcus Haislip,MIL,23,31,14,17,262.1,93,36,74,48.6,1,2,50.0,20,28,71.4,21,32,53,4,9,6,12,25,208,0,0,22
355,Michael Ruffin,UTA,27,41,18,23,729.5,92,38,117,32.5,0,0,0.0,16,38,42.1,78,129,207,41,42,22,21,103,489,0,0,-39
356,Zeljko Rebraca,ATL,32,24,9,15,269.8,91,34,77,44.2,0,0,0.0,23,30,76.7,23,35,58,6,17,5,11,52,201,0,0,-37
357,Keith McLeod,MIN,24,33,22,11,385.3,88,27,82,32.9,1,10,10.0,33,43,76.7,5,29,34,59,29,16,1,39,239,0,0,-65
358,Chris Jefferies,CHI,24,21,5,16,197.6,84,27,72,37.5,17,42,40.5,13,20,65.0,5,24,29,7,19,4,7,36,143,0,0,26
359,Gerald Wallace,SAC,21,37,24,13,335.7,75,32,89,36.0,0,2,0.0,11,24,45.8,35,39,74,19,8,14,14,37,268,1,0,-32
360,Reece Gaines,ORL,23,38,4,34,354.6,69,25,86,29.1,3,10,30.0,16,25,64.0,8,31,39,40,18,11,2,22,197,0,0,-22
361,Ben Handlogten,UTA,30,17,9,8,171.5,68,25,47,53.2,0,0,0.0,18,27,66.7,22,33,55,6,10,3,4,32,154,0,0,-13
362,Glen Rice,LAC,37,18,7,11,260.5,66,22,76,28.9,5,28,17.9,17,17,100,9,32,41,24,13,6,0,22,156,0,0,25
363,Jabari Smith,SAC,27,31,22,9,170.1,64,26,70,37.1,0,3,0.0,12,20,60.0,11,20,31,11,7,2,6,25,135,0,0,-45
364,Curtis Borchardt,UTA,23,16,8,8,257.5,58,22,56,39.3,0,1,0.0,14,18,77.8,13,41,54,15,18,4,14,40,181,0,0,-29
365,Darrick Martin,MIN,33,16,14,2,173.8,55,20,67,29.9,6,26,23.1,9,9,100,2,5,7,23,7,2,1,23,100,0,0,14
366,Tamar Slay,NJN,24,22,11,11,158.8,53,21,60,35.0,4,12,33.3,7,14,50.0,10,15,25,14,11,7,1,20,117,0,0,-52
367,Eddie Gill,POR,25,22,12,10,153.2,50,15,36,41.7,3,8,37.5,17,20,85.0,4,13,17,16,12,9,1,16,112,0,0,-24
368,Mike Wilks,HOU,25,26,14,12,140.3,50,17,36,47.2,6,10,60.0,10,12,83.3,3,13,16,17,7,3,0,15,97,0,0,19
369,Joel Przybilla,ATL,24,17,5,12,345.3,49,18,50,36.0,0,0,0.0,13,31,41.9,32,79,111,7,18,5,17,53,241,0,0,-69
370,Robert Pack,NJN,35,26,17,9,214.9,49,22,52,42.3,0,0,0.0,5,6,83.3,4,14,18,27,16,12,1,20,134,0,0,-63
371,Darko Milicic,DET,19,34,29,5,159.6,48,17,65,26.2,0,1,0.0,14,24,58.3,11,32,43,7,13,7,15,33,163,0,0,-45
372,Chris Whitney,WAS,32,16,3,13,183.5,47,17,45,37.8,8,18,44.4,5,5,100,3,12,15,14,6,6,2,6,104,0,0,-58
373,Wang Zhi-zhi,MIA,26,16,9,7,114.3,47,17,46,37.0,4,14,28.6,9,10,90.0,4,14,18,2,6,3,5,13,90,0,0,11
374,Ryan Bowen,DEN,28,52,28,24,388.7,46,18,53,34.0,0,0,0.0,10,12,83.3,39,48,87,18,6,18,16,47,273,0,0,-19
375,Theron Smith,MEM,23,20,13,7,178.9,44,16,43,37.2,6,12,50.0,6,8,75.0,13,28,41,7,14,5,5,18,120,0,0,0
376,Tremaine Fowlkes,DET,28,36,21,15,251.1,44,15,48,31.3,1,8,12.5,13,18,72.2,18,35,53,14,12,9,3,37,153,0,0,-44
377,Britton Johnsen,ORL,24,20,4,16,291.8,42,17,59,28.8,1,12,8.3,7,16,43.8,15,30,45,12,14,7,1,28,124,0,0,-92
378,Maurice Carter,NOH,27,10,4,6,109.0,42,11,35,31.4,4,11,36.4,16,20,80.0,2,9,11,4,9,0,0,10,52,0,0,8
379,Rodney Buford,SAC,26,22,14,8,138.1,41,19,56,33.9,0,2,0.0,3,6,50.0,6,9,15,7,4,6,1,9,87,0,0,-77
380,Torraye Braggs,WAS,28,15,10,5,149.8,40,16,33,48.5,0,0,0.0,8,12,66.7,18,21,39,7,13,4,2,29,102,0,0,26
381,Dahntay Jones,MEM,23,20,13,7,154.4,36,15,53,28.3,1,4,25.0,5,11,45.5,7,16,23,12,12,5,6,23,103,0,0,-44
382,Sean Lampley,GSW,24,10,3,7,61.2,34,13,20,65.0,0,0,0.0,8,12,66.7,2,9,11,2,3,0,1,2,50,0,0,24
383,Desmond Penigar,ORL,22,10,4,6,86.4,32,14,28,50.0,0,0,0.0,4,4,100,6,18,24,3,6,2,2,14,71,0,0,20
384,Jamison Brewer,IND,23,13,10,3,162.3,32,13,35,37.1,5,14,35.7,1,6,16.7,2,9,11,17,10,7,0,9,82,0,0,21
385,Robert Archibald,TOR,24,32,9,23,252.5,32,9,33,27.3,0,0,0.0,14,31,45.2,21,31,52,13,10,14,3,50,155,0,0,-18
386,Jamal Sampson,LAL,21,10,5,5,130.7,29,11,23,47.8,0,0,0.0,7,12,58.3,23,29,52,7,6,2,4,16,114,0,0,-24
387,Bimbo Coles,MIA,36,22,6,16,168.2,28,12,34,35.3,0,0,0.0,4,6,66.7,2,8,10,15,9,3,0,27,63,0,0,-49
388,Primoz Brezec,IND,24,18,11,7,69.9,28,12,26,46.2,0,0,0.0,4,6,66.7,5,10,15,3,6,0,3,13,54,0,0,-16
389,Derrick Dial,ORL,28,9,2,7,82.7,26,9,28,32.1,2,9,22.2,6,8,75.0,5,8,13,2,1,6,0,6,62,0,0,13
390,Jeff Trepagnier,DEN,24,11,5,6,96.7,25,10,38,26.3,2,4,50.0,3,6,50.0,6,9,15,4,6,3,0,7,52,0,0,-24
391,Paul Grant,UTA,30,10,4,6,96.3,25,11,23,47.8,0,0,0.0,3,8,37.5,7,10,17,3,7,1,1,17,49,0,0,-21
392,Alan Henderson,ATL,31,6,2,4,68.1,24,10,21,47.6,0,0,0.0,4,6,66.7,11,10,21,2,3,1,2,1,58,0,0,-29
393,Anthony Carter,SAS,29,5,3,2,87.2,22,11,37,29.7,0,3,0.0,0,0,0.0,2,9,11,12,12,4,0,9,53,0,0,1
394,Kendrick Perkins,BOS,19,10,4,6,35.2,22,8,15,53.3,0,0,0.0,6,9,66.7,5,9,14,3,5,0,2,6,44,0,0,18
395,Shane Heal,SAS,33,6,3,3,68.9,22,7,24,29.2,4,18,22.2,4,5,80.0,1,3,4,5,5,1,0,2,32,0,0,16
396,Paul Shirley,CHI,26,7,1,6,84.0,21,10,23,43.5,0,1,0.0,1,3,33.3,8,8,16,4,9,1,1,9,43,0,0,-29
397,Matt Carroll,SAS,23,16,7,9,66.0,19,7,16,43.8,1,3,33.3,4,6,66.7,1,5,6,2,6,1,0,8,26,0,0,-9
398,Anthony Goldwire,NJN,32,11,8,3,83.5,17,7,22,31.8,2,8,25.0,1,1,100,1,6,7,11,3,5,0,5,54,0,0,1
399,Quincy Lewis,MIN,27,14,9,5,63.5,16,7,20,35.0,2,5,40.0,0,0,0.0,1,6,7,2,3,2,2,10,36,0,0,-38
400,Alton Ford,HOU,23,9,4,5,40.4,15,6,11,54.5,0,0,0.0,3,6,50.0,3,8,11,3,3,0,1,9,33,0,0,1
401,Mateen Cleaves,CLE,26,4,0,4,91.4,15,7,23,30.4,0,1,0.0,1,2,50.0,1,6,7,19,5,4,2,13,65,0,0,-17
402,Michael Bradley,ATL,25,16,4,12,98.2,15,7,15,46.7,0,0,0.0,1,2,50.0,6,17,23,1,7,3,0,14,46,0,0,-16
403,Omar Cook,POR,22,17,12,5,138.1,14,7,27,25.9,0,1,0.0,0,0,0.0,3,3,6,24,10,10,0,14,77,0,0,-25
404,Dan Langhi,MIL,26,6,4,2,35.0,13,5,14,35.7,1,2,50.0,2,2,100,0,4,4,0,2,0,0,7,16,0,0,11
405,Desmond Ferguson,POR,26,7,2,5,30.7,13,5,12,41.7,3,8,37.5,0,2,0.0,0,4,4,1,1,0,0,0,18,0,0,9
406,Michael Stewart,BOS,29,25,8,17,147.8,13,5,12,41.7,0,0,0.0,3,4,75.0,8,21,29,0,3,2,10,34,81,0,0,-54
407,Ndudi Ebi,MIN,20,17,14,3,31.5,13,6,14,42.9,0,0,0.0,1,4,25.0,2,1,3,3,3,0,4,6,30,0,0,-9
408,Bryce Drew,NOH,29,15,9,6,76.1,12,4,18,22.2,1,7,14.3,3,3,100,0,6,6,13,8,4,0,1,43,0,0,-22
409,Cherokee Parks,GSW,31,12,7,5,58.4,12,4,10,40.0,0,0,0.0,4,6,66.7,4,6,10,1,2,0,3,7,33,0,0,-20
410,Adrian Griffin,HOU,29,19,13,6,122.1,11,5,18,27.8,1,2,50.0,0,4,0.0,1,18,19,10,3,7,2,17,73,0,0,-47
411,Bruno Sundov,NYK,24,5,1,4,30.7,11,4,10,40.0,0,0,0.0,3,6,50.0,2,8,10,1,3,0,0,9,22,0,0,-9
412,Troy Bell,MEM,23,6,5,1,34.9,11,4,18,22.2,0,4,0.0,3,3,100,3,1,4,4,6,1,0,6,19,0,0,7
413,Charles Oakley,HOU,40,7,2,5,23.7,9,2,6,33.3,0,0,0.0,5,6,83.3,0,5,5,2,1,0,0,8,17,0,0,4
414,Tyrone Hill,MIA,36,5,0,5,37.3,9,3,5,60.0,0,0,0.0,3,4,75.0,5,3,8,0,2,0,1,10,20,0,0,-16
415,Hiram Fuller,ATL,23,4,1,3,42.5,8,3,8,37.5,0,0,0.0,2,6,33.3,4,7,11,2,4,0,1,5,23,0,0,3
416,Ime Udoka,LAL,26,4,1,3,28.0,8,3,9,33.3,0,1,0.0,2,4,50.0,1,4,5,2,3,2,1,3,23,0,0,-4
417,Mengke Bateer,TOR,28,7,2,5,39.1,8,4,7,57.1,0,0,0.0,0,0,0.0,5,3,8,1,2,1,0,10,20,0,0,-11
418,Randy Livingston,LAC,29,4,0,4,48.3,8,2,10,20.0,0,3,0.0,4,6,66.7,2,5,7,4,4,2,0,7,24,0,0,-26
419,Tracy Murray,POR,32,7,4,3,35.0,8,3,12,25.0,2,5,40.0,0,1,0.0,3,2,5,1,2,1,0,3,17,0,0,-5
420,Travis Outlaw,POR,19,8,1,7,18.7,8,3,7,42.9,0,0,0.0,2,4,50.0,2,2,4,1,1,1,0,1,16,0,0,-22
421,James Jones,IND,23,6,3,3,26.0,7,2,9,22.2,1,4,25.0,2,2,100,0,2,2,0,0,1,0,1,12,0,0,-3
422,Kaniel Dickens,POR,25,3,2,1,13.1,7,3,3,100,0,0,0.0,1,2,50.0,2,0,2,0,1,0,0,3,8,0,0,-3
423,Dana Barros,BOS,37,1,1,0,10.9,6,2,3,66.7,0,0,0.0,2,2,100,0,0,0,0,0,0,0,2,6,0,0,-17
424,Tierre Brown,NOH,25,3,0,3,18.3,6,2,4,50.0,0,0,0.0,2,4,50.0,0,1,1,2,7,0,0,1,3,0,0,-20
425,Josh Davis,ATL,23,4,2,2,22.3,5,2,5,40.0,0,2,0.0,1,1,100,1,4,5,0,2,0,0,3,9,0,0,-7
426,Hubert Davis,NJN,34,17,12,5,76.5,4,1,11,9.1,0,1,0.0,2,2,100,2,6,8,4,3,2,0,12,23,0,0,7
427,Keon Clark,UTA,29,2,2,0,28.1,4,2,6,33.3,0,0,0.0,0,0,0.0,1,6,7,1,0,1,0,1,17,0,0,14
428,Ruben Boumtje-Boumtje,POR,26,9,3,6,25.0,4,1,5,20.0,0,0,0.0,2,2,100,0,1,1,1,0,0,1,2,10,0,0,-18
429,Rusty LaRue,GSW,30,4,0,4,19.1,4,1,3,33.3,1,1,100,1,2,50.0,0,3,3,2,4,2,0,2,13,0,0,-17
430,Alex Garcia,SAS,24,2,2,0,12.7,3,1,7,14.3,0,0,0.0,1,2,50.0,0,0,0,0,1,2,0,0,8,0,0,3
431,Damone Brown,NJN,25,3,2,1,16.2,3,1,10,10.0,0,0,0.0,1,2,50.0,3,2,5,0,1,2,0,2,14,0,0,-31
432,Kirk Penney,MIA,23,2,0,2,17.1,3,1,6,16.7,1,3,33.3,0,0,0.0,0,1,1,1,3,1,0,1,6,0,0,-1
433,Jerome Beasley,MIA,24,2,0,2,5.1,2,1,3,33.3,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,3,0,0,4
434,Leon Smith,SEA,23,1,0,1,3.5,2,1,2,50.0,0,0,0.0,0,0,0.0,1,1,2,0,0,0,0,1,4,0,0,1
435,Mark Pope,DEN,31,4,3,1,19.9,2,1,2,50.0,0,0,0.0,0,1,0.0,0,3,3,0,3,1,0,8,6,0,0,-20
436,Pat Garrity,ORL,27,2,0,2,21.3,2,1,3,33.3,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,2,4,0,0,-15
437,Ryan Humphrey,MEM,24,2,0,2,11.7,2,1,4,25.0,0,1,0.0,0,0,0.0,2,1,3,1,2,1,0,3,8,0,0,22
438,Cezary Trybanski,NYK,24,7,2,5,12.8,1,0,4,0.0,0,0,0.0,1,2,50.0,0,1,1,0,2,1,1,3,6,0,0,-13
439,Jelani McCoy,CLE,26,2,0,2,13.3,0,0,0,0.0,0,0,0.0,0,0,0.0,1,3,4,0,1,0,0,4,4,0,0,-9
440,Olden Polynice,LAC,39,2,1,1,11.0,0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,2,1,4,1,0,2,3,0,0,1
441,Popeye Jones,GSW,34,5,3,2,10.0,0,0,2,0.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,2,1,0,0,-10
442,Slavko Vranes,POR,21,1,0,1,2.8,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,1
